num_emp;ano_insc;ug;uo;fonte;num_doc;credor;nome_credor;valor;valor_anu_ant;valor_anu_mes;valor_em_liq_ant;valor_em_liq_mes;valor_liq_ant;valor_liq_mes;valor_pag_ant;valor_pag_mes;saldo_ant;saldo_mes
1768;2022;1546;1131;21600000;/;50172;RB COMUNICACAO VISUAL EIRELI;19.672,00;17.370,00;0,00;0,00;0,00;2.302,00;0,00;2.302,00;0,00;0,00;0,00
1770;2022;1546;1131;21600000;/;35453;R & S COMUNICACAO VISUAL EIRELI - EPP;63.568,93;63.568,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1772;2022;1546;1131;21600000;/;35453;R & S COMUNICACAO VISUAL EIRELI - EPP;82.091,13;82.091,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1826;2022;1546;1131;22621000;5629/2022;16923;COMERCIAL CIRURGICA RIOCLARENSE LTDA;0,02;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,00
1833;2022;1546;1131;22621000;5629/2022;30329;MULTIFARMA COMERCIAL LTDA - ME;0,03;0,00;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,00
1856;2022;0171;1151;01500000;5628/2021;43870;ONLINE SOLUCOES EM TI E MULTIMIDIA LTDA;1.512,69;1.357,71;0,00;0,00;0,00;154,98;0,00;154,98;0,00;0,00;0,00
1860;2022;0143;1241;41754900;/;12554;RESTAURARE CONSTRUTORA LTDA;38.108,00;0,00;38.108,00;0,00;0,00;0,00;0,00;0,00;0,00;38.108,00;0,00
1871;2022;1546;1131;21600000;5609/2021;42327;PRÁTICA EDITORA GRÁFICA EIRELI -ME;4.349,00;4.349,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1872;2022;1546;1131;21600000;5609/2021;54254;B. A. EDITORA LTDA;14.950,00;14.950,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1969;2022;1546;1131;21600000;/;53671;EPICO ESTRUTURAS DE EVENTOS EIRELI;3.181,64;3.181,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1970;2022;1546;1131;01500702;/;53671;EPICO ESTRUTURAS DE EVENTOS EIRELI;1.621,64;1.621,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2071;2022;1546;1131;22621000;/;48941;A. M. WELLER CONFECCOES;475,99;0,00;475,99;0,00;0,00;0,00;0,00;0,00;0,00;475,99;0,00
2121;2022;0181;1171;01500000;/;13685;CEMIG DISTRIBUIÇÃO S/A;33.880,10;0,00;0,00;0,00;0,00;0,00;33.880,10;0,00;33.880,10;33.880,10;0,00
2146;2022;1546;1131;21600000;/;30916;OTTO BOCK DO BRASIL TECNICA ORTOPEDICA LTDA;4.947,00;4.947,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2198;2022;1546;1131;21600000;/;53449;INTEGRAÇÃO HORTIFRUTIGRANJEIROS LTDA;9.547,65;0,00;6.949,65;0,00;0,00;2.598,00;0,00;2.598,00;0,00;6.949,65;0,00
2203;2022;0171;1151;01500000;/;43270;ANA MOREIRA DE ASSIS;1.700,00;0,00;0,00;0,00;0,00;1.700,00;0,00;1.700,00;0,00;0,00;0,00
2236;2022;1546;1131;21621000;/;31839;POSTO ZEPPE OASIS LTDA;197,85;0,00;0,00;197,85;0,00;0,00;0,00;0,00;0,00;197,85;197,85
2251;2022;1138;1102;21660000;/;11099;STOQUE SOLUÇÕES TECNOLOGICAS LTDA.;1.622,62;1.622,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2288;2022;0124;1081;01500000;/;36338;Mario Lucio Gonçalves de Moura;385,21;0,00;0,00;0,00;0,00;385,21;0,00;385,21;0,00;0,00;0,00
2291;2022;0124;1081;01500000;/;43317;FELIPE GONÇALVES DE MOURA BICALHO;330,18;0,00;0,00;0,00;0,00;330,18;0,00;330,18;0,00;0,00;0,00
2372;2022;0136;1101;01500000;/;1892;EMC TECNOLOGIA LTDA;657,80;657,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2430;2022;1814;1113;01500000;/;44272;ASCENDE - CONSULTORIA E PROJETOS LTDA - EPP;0,06;0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2431;2022;1814;1113;01500000;/;12659;BOLSA MORADIA - PMC;72.600,00;72.600,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2503;2022;1106;1106;01500000;/;21558;CONSORCIO OTIMO DE BILHETAGEM ELETRONICA;150.681,74;150.681,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2536;2022;1546;1131;21600000;/;17684;ELCORDIS CENTRO DE DIAGNOSTICOS LTDA;14.142,76;8.264,08;0,00;0,00;0,00;5.878,68;0,00;5.878,68;0,00;0,00;0,00
2538;2022;1546;1131;21600000;/;39463;MEDICINA NUCLEAR CONTAGEM LTDA;36.944,43;2.234,89;0,00;0,00;0,00;34.709,54;0,00;34.709,54;0,00;0,00;0,00
2541;2022;1546;1131;21600000;/;53258;CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;15.094,77;11.769,63;0,00;0,00;0,00;3.325,14;0,00;3.325,14;0,00;0,00;0,00
2554;2022;1546;1131;21600000;/;42619;MEDICALTHERMO ENGENHARIA E SERVICOS LTDA;98,91;98,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2603;2022;0116;1071;01500000;4916/2019;17931;RODAR CENTRO AUTOMOTIVO LTDA;10.000,00;7.774,24;0,00;0,00;0,00;2.225,76;0,00;2.225,76;0,00;0,00;0,00
2608;2022;0116;1071;01500000;4916/2019;17931;RODAR CENTRO AUTOMOTIVO LTDA;5.000,00;4.170,17;0,00;0,00;0,00;829,83;0,00;829,83;0,00;0,00;0,00
2614;2022;1546;1131;01500702;/;37279;CENTRO DE ESTIMULACOES E ATENDIMENTOS ESPECIALIZADOS LTDA - ME;3.380,00;3.380,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2618;2022;0116;1071;01500000;4916/2019;17931;RODAR CENTRO AUTOMOTIVO LTDA;5.000,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2645;2022;1546;1131;21600000;/;35263;SIMPRESS COMÉRCIO LOCAÇÃO E SERVIÇOS S/A;34.357,02;5.875,58;0,00;0,00;0,00;28.481,44;0,00;28.481,44;0,00;0,00;0,00
2672;2022;0116;1071;01500000;/;41045;MEDWORK SERVIÇOS MEDICOS E PSICOLOGICOS LTDA EPP;10.807,00;9.753,05;0,00;0,00;0,00;1.053,95;0,00;1.053,95;0,00;0,00;0,00
2743;2022;0181;1171;01500000;/;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;12.641,32;12.641,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2769;2022;1546;1131;01500702;/;34257;JOSE AUGUSTO PADUA SALAS -OFTALMOLOGIA - EIRELI - EPP;266,60;266,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2771;2022;1546;1131;01500702;/;51040;IMED CENTRO MEDICO ESPECIALIZADO LTDA;2.891,94;2.891,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2835;2022;1546;1131;21600000;/;22209;WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE S/A;82.547,36;0,00;41.387,15;17.967,06;0,00;23.193,15;0,00;18.176,28;5.016,87;64.371,08;17.967,06
2850;2022;1546;1131;21600000;/;19350;CONSERVO SERVIÇOS GERAIS LTDA;8.524,95;0,00;678,04;0,00;0,00;7.846,91;0,00;7.846,91;0,00;678,04;0,00
2856;2022;1546;1131;21600000;/;50618;LAPLACE MAQUINAS E EQUIPAMENTOS LTDA.;100,02;100,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2897;2022;1546;1131;02500702;/;42925;CET-CENTRO DE EQUOTERAPIA TALENTOS LTDA - ME;198,19;198,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2903;2022;1546;1131;02500702;/;20746;ECOIMAGEM CENTRO DE DIAGNÓSTICO POR IMAGEM LTDA;16.807,31;16.807,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2911;2022;1546;1131;02500702;/;17684;ELCORDIS CENTRO DE DIAGNOSTICOS LTDA;20.548,01;7.716,53;0,00;0,00;0,00;12.831,48;0,00;12.831,48;0,00;0,00;0,00
2912;2022;1546;1131;02500702;/;53258;CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;42.527,50;38.229,71;0,00;0,00;0,00;4.297,79;0,00;4.297,79;0,00;0,00;0,00
2913;2022;1546;1131;21600000;/;18050;TELEMAR NORTE LESTE S/A;2.649,20;2.649,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2978;2022;0171;1151;41754900;/;49188;CSL CONSULTORIA DE ENGENHARIA E ECONOMIA LTDA;259.514,87;259.514,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3039;2022;1546;1131;21600000;/;17931;RODAR CENTRO AUTOMOTIVO LTDA;1.731,06;1.728,00;3,06;0,00;0,00;0,00;0,00;0,00;0,00;3,06;0,00
3057;2022;4171;1123;01500701;/;958;GONTIJO - SERVIÇOS, LOCAÇÃO E CONSTRUÇÕES LTDA;125.000,00;121.259,97;0,00;0,00;0,00;3.740,03;0,00;3.740,03;0,00;0,00;0,00
3058;2022;4171;1123;01500701;/;958;GONTIJO - SERVIÇOS, LOCAÇÃO E CONSTRUÇÕES LTDA;20.000,00;12.201,16;0,00;0,00;0,00;7.798,84;0,00;7.798,84;0,00;0,00;0,00
3118;2022;1546;1131;21600000;/;18050;TELEMAR NORTE LESTE S/A;205,25;205,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3123;2022;0181;1171;01500000;/;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;53.833,64;53.833,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3267;2022;1546;1131;21600000;/;50998;NSA DISTRIBUIDORA DE MEDICAMENTOS EIRELI;2.097,94;2.097,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3271;2022;1546;1131;21600000;/;40432;BIOHOSP PRODUTOS HOSPITALAES LTDA;8.792,16;8.792,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3358;2022;0143;1241;41754900;/;12554;RESTAURARE CONSTRUTORA LTDA;17.625,12;0,00;17.625,12;0,00;0,00;0,00;0,00;0,00;0,00;17.625,12;0,00
3382;2022;1546;1131;01500702;/;54390;ABA SANTOS DISTRIBUIDORA LTDA;32,32;32,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3383;2022;1546;1131;01500702;/;394;DIFARMIG LTDA;9.676,80;9.676,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3389;2022;0145;1181;01500000;/;41689;WILSON GONÇALVES PESSOA;77,56;77,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3418;2022;1546;1131;01500702;/;52887;P&C Saúde e Nutrição Ltda.;22.653,00;22.653,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3441;2022;4123;1123;01500000;/;20909;KS - EVENTOS E SHOW LTDA.;18.162,56;18.162,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3444;2022;4123;1123;01500000;/;20909;KS - EVENTOS E SHOW LTDA.;84.528,00;84.528,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3616;2022;4123;1123;01500701;5432/2021;38730;LCR COMUNICAÇÃO VISUAL LTDA - ME;1.094,88;1.094,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3627;2022;4123;1123;01500701;5432/2021;38730;LCR COMUNICAÇÃO VISUAL LTDA - ME;5.000,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3628;2022;4123;1123;01500701;5432/2021;38730;LCR COMUNICAÇÃO VISUAL LTDA - ME;5.000,00;5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3691;2022;1546;1131;02500702;/;34257;JOSE AUGUSTO PADUA SALAS -OFTALMOLOGIA - EIRELI - EPP;3.468,51;3.468,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3693;2022;1546;1131;02500702;/;16305;IMOC INSTITUTO MINEIRO DE OLHOS DE CONTAGEM LTDA;272,94;272,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3696;2022;1546;1131;01500702;/;40432;BIOHOSP PRODUTOS HOSPITALAES LTDA;22.482,12;22.482,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3723;2022;1546;1131;21621000;/;36817;INSTITUIÇÃO DE COOPERAÇÃO INTERMUNICIPAL DO MÉDIO PARAOPEBA - CISMEP;1.045,14;1.045,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3735;2022;1546;1131;02500702;/;17498;CONSTRUTORA ISRAEL EIRELI;112.502,34;0,00;0,00;0,00;0,00;112.502,34;0,00;112.502,34;0,00;0,00;0,00
3737;2022;1546;1131;02500702;/;17498;CONSTRUTORA ISRAEL EIRELI;93.458,34;37.553,89;0,00;0,00;0,00;55.904,45;0,00;55.904,45;0,00;0,00;0,00
3757;2022;1546;1131;01500702;5627/2021;38892;ANA RAQUEL FONSECA PAIVA - ME;3.700,00;0,00;0,00;0,00;0,00;3.700,00;0,00;3.700,00;0,00;0,00;0,00
3809;2022;1546;1131;01500702;/;42925;CET-CENTRO DE EQUOTERAPIA TALENTOS LTDA - ME;66,23;66,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3817;2022;1546;1131;22600000;/;10653;CONSORCIO OP.T.COLET. PASSAG. POR ÔNIBUS .M.BH/ TRANSFÁCIL;4.454,00;4.454,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3819;2022;0145;1181;51500000;/;14478;ASSOCIACAO DE APOIO SOCIAL E CULTURAL RENASCER;0,07;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3835;2022;0145;1181;51500000;/;49933;ASSOCIAÇAO JUNTOS POR CONTAGEM;0,10;0,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3838;2022;0145;1181;51500000;/;18006;OBRA SOCIAL MARIA DO CARMO FONSECA SILVA;0,10;0,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3848;2022;4123;1123;01500000;/;38546;RMV EVENTOS E SERVIÇOS LTDA ME;60.567,91;60.567,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3850;2022;1546;1131;01500702;/;42925;CET-CENTRO DE EQUOTERAPIA TALENTOS LTDA - ME;30,30;30,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3873;2022;1546;1131;21600000;/;45407;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BELO HORIZONTE - APAE BH;410.569,21;0,00;45.395,26;0,00;0,00;365.173,95;0,00;365.173,95;0,00;45.395,26;0,00
3875;2022;1546;1131;21600000;/;34413;SALUTE CLINICA MEDICA LTDA-ME;803,15;803,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3876;2022;1546;1131;01500702;/;34413;SALUTE CLINICA MEDICA LTDA-ME;103,87;103,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3934;2022;1546;1131;52710710;/;319;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;63.926,54;63.926,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3958;2022;1546;1131;21600000;/;42619;MEDICALTHERMO ENGENHARIA E SERVICOS LTDA;230,00;229,95;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,05;0,00
3959;2022;1546;1131;21600000;/;36817;INSTITUIÇÃO DE COOPERAÇÃO INTERMUNICIPAL DO MÉDIO PARAOPEBA - CISMEP;659.973,59;391.077,59;0,00;0,00;0,00;268.896,00;0,00;268.896,00;0,00;0,00;0,00
3968;2022;1546;1131;02500702;/;47090;HORTA SOARES COMERCIO E REPRESENTAÇÃO LTDA;2.941,63;0,00;0,00;0,00;0,00;2.941,63;0,00;2.941,63;0,00;0,00;0,00
3969;2022;1546;1131;02500702;/;42297;GASTRO CENTRO CTG - CENTRO MINEIRO DE ENDOSCOPIA DIGESTIVA AVANCADA LTDA;226.133,53;209.446,53;0,00;0,00;0,00;16.687,00;0,00;16.687,00;0,00;0,00;0,00
3979;2022;0143;1241;02500000;/;53671;EPICO ESTRUTURAS DE EVENTOS EIRELI;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4056;2022;4123;1123;01500701;/;41572;INSTITUTO BRASILEIRO DE GESTÃO E PESQUISA - IBGP;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4073;2022;4123;1123;21552000;/;50678;COOPERATIVA DOS AGRICULTORES FAMILARES E AGROEXTRATIVISTAS GRANDE SERTÃO LTDA.;18.860,00;18.860,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4077;2022;1546;1131;22601000;/;54937;SHIMADZU DO BRASIL COM LTDA,;673.125,56;0,00;0,00;0,00;0,00;673.125,56;0,00;673.125,56;0,00;0,00;0,00
4079;2022;1546;1131;01755000;/;54937;SHIMADZU DO BRASIL COM LTDA,;50.574,44;0,00;0,00;0,00;0,00;50.574,44;0,00;50.574,44;0,00;0,00;0,00
4270;2022;1546;1131;51500702;/;18005;ASSOCIAÇÃO COMUNITÁRIA SHEKINAH;191.469,76;0,00;0,00;0,00;0,00;191.469,76;0,00;191.469,76;0,00;0,00;0,00
4273;2022;1546;1131;51500702;/;18005;ASSOCIAÇÃO COMUNITÁRIA SHEKINAH;165.219,76;0,00;0,00;0,00;0,00;165.219,76;0,00;165.219,76;0,00;0,00;0,00
4335;2022;0142;1201;01500000;4510/2018;53574;ASSOCIAÇÃO ESPORTIVA E EDUCACIONAL VALE DO AÇO;2,23;0,00;2,23;0,00;0,00;0,00;0,00;0,00;0,00;2,23;0,00
4371;2022;0116;1071;01500000;/;41045;MEDWORK SERVIÇOS MEDICOS E PSICOLOGICOS LTDA EPP;3.519,84;3.066,66;0,00;0,00;0,00;453,18;0,00;453,18;0,00;0,00;0,00
4403;2022;1546;1131;21600000;/;45879;PREMIUM DISTRIBUIDORA EIRELI;1.027,72;1.026,00;1,72;0,00;0,00;0,00;0,00;0,00;0,00;1,72;0,00
4554;2022;1546;1131;22600000;/;21558;CONSORCIO OTIMO DE BILHETAGEM ELETRONICA;29.275,03;29.275,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4556;2022;1546;1131;21600000;/;105;ANTONIO VICTOR DA FONSECA;5,45;5,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4557;2022;1546;1131;21600000;/;135;GALILEU HENRIQUE DA SILVA;39,46;39,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4562;2022;1546;1131;21600000;/;46055;PAULO ALCÂNTARA DA SILVA;50,00;50,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4563;2022;1546;1131;21600000;/;24940;EDSON PESSOA;213,47;213,46;0,00;0,00;0,00;0,01;0,00;0,01;0,00;0,00;0,00
4564;2022;1546;1131;21600000;/;24941;ANA ELISA VARNIER DA COSTA PINTO;140,22;140,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4575;2022;1546;1131;51500702;/;14478;ASSOCIACAO DE APOIO SOCIAL E CULTURAL RENASCER;205.292,96;0,00;0,01;0,00;0,00;205.292,95;0,00;205.292,95;0,00;0,01;0,00
4580;2022;0106;1021;01500000;/;51912;SERGIO MACHADO REIS EPP;888,88;0,00;0,00;0,00;0,00;888,88;0,00;888,88;0,00;0,00;0,00
4600;2022;1546;1131;51500702;/;16675;INSTITUTO SOCIO ASSISTENCIAL AMIGOS DA SAUDE;197.310,26;0,00;0,00;0,00;0,00;197.310,26;0,00;197.310,26;0,00;0,00;0,00
4623;2022;0181;1171;01500000;/;13685;CEMIG DISTRIBUIÇÃO S/A;50.820,15;0,00;0,00;0,00;0,00;0,00;50.820,15;0,00;50.820,15;50.820,15;0,00
4633;2022;1546;1131;21600000;/;1800;JOAO BOSCO FRADE PEREIRA;0,51;0,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4641;2022;0143;1241;02500000;/;20909;KS - EVENTOS E SHOW LTDA.;6,55;6,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4650;2022;1546;1131;21600000;/;1892;EMC TECNOLOGIA LTDA;290.000,00;63.630,93;0,00;0,00;0,00;226.369,07;0,00;226.369,07;0,00;0,00;0,00
4651;2022;1546;1131;51600710;/;1892;EMC TECNOLOGIA LTDA;195.130,93;0,00;0,00;0,00;0,00;195.130,93;0,00;195.130,93;0,00;0,00;0,00
4683;2022;1546;1131;21600000;/;146;COPASA - COMPANHIA DE SANEAMENTO DE MINAS GERAIS;28.303,45;7.075,78;0,00;0,00;0,00;21.227,67;0,00;21.227,67;0,00;0,00;0,00
4765;2022;1546;1131;21600000;/;44866;AUTOMX SOLUCOES EIRELI - ME;126.675,20;126.675,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4775;2022;1546;1131;21600000;/;34238;LUIZ VIANA TRANSPORTES LTDA;95.860,52;95.860,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4776;2022;1546;1131;22621000;/;17498;CONSTRUTORA ISRAEL EIRELI;98.864,09;0,00;0,00;0,00;0,00;98.864,09;0,00;98.864,09;0,00;0,00;0,00
4777;2022;1546;1131;02500702;/;17498;CONSTRUTORA ISRAEL EIRELI;50.104,00;0,00;0,00;0,00;0,00;50.104,00;0,00;50.104,00;0,00;0,00;0,00
4785;2022;2320;1184;22749000;/;14627;CDM-COOPERACAO PARA O DESENVOLVIMENTO E MORADA HUMANA;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4793;2022;4123;1123;01500000;/;3817;CONSELHO REG. DE ENG., ARQUIT. E AGRONOMIA DE MG - CREA- MG;522,16;522,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4800;2022;1546;1131;21600000;/;36817;INSTITUIÇÃO DE COOPERAÇÃO INTERMUNICIPAL DO MÉDIO PARAOPEBA - CISMEP;1.436.355,81;667.793,03;0,00;0,00;0,00;768.562,78;0,00;768.562,78;0,00;0,00;0,00
4810;2022;1546;1131;21600000;/;17931;RODAR CENTRO AUTOMOTIVO LTDA;916,95;477,81;0,00;0,00;0,00;439,14;0,00;439,14;0,00;0,00;0,00
4822;2022;1138;1102;21660000;/;11099;STOQUE SOLUÇÕES TECNOLOGICAS S/A;4.228,57;4.228,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4831;2022;1546;1131;21600000;/;53302;MATINATA COMERCIAL LTDA;3.180,00;3.180,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4847;2022;0116;1071;01500000;/;31839;POSTO ZEPPE OASIS LTDA;241.174,52;0,00;152.326,01;0,00;0,00;88.848,51;0,00;88.848,51;0,00;152.326,01;0,00
4870;2022;1814;1113;01500000;/;12659;BOLSA MORADIA - PMC;85.000,00;85.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4872;2022;0144;1111;01500000;/;51692;NOVIELLO ADMINISTRAÇÃO DE IMÓVEIS LTDA;24.750,00;24.750,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4906;2022;1546;1131;21636000;/;16568;LACERDA ALIMENTACAO LTDA-EPP;447,00;447,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4907;2022;0116;1071;01500000;5718/2022;42493;R. M. LANZA DOS SANTOS COMERCIO - EPP;700,00;700,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4926;2022;0124;1081;01500000;/;14;PASEP - PROG. DE FORM. DO PATRIMONIO DO SERVIDOR PUBLICO;25,34;25,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4927;2022;0150;1211;01500000;/;958;GONTIJO - SERVIÇOS, LOCAÇÃO E CONSTRUÇÕES LTDA;204.000,00;51.728,65;0,00;0,00;0,00;152.271,35;0,00;152.271,35;0,00;0,00;0,00
4928;2022;0150;1211;01500000;/;958;GONTIJO - SERVIÇOS, LOCAÇÃO E CONSTRUÇÕES LTDA;396.000,00;100.414,45;0,00;0,00;0,00;295.585,55;0,00;295.585,55;0,00;0,00;0,00
4932;2022;4123;1123;21552000;/;53143;SEPAT MULTI SERVICE LTDA;171,73;171,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
4933;2022;0124;1081;01500000;/;42627;Rogério Silva Lisboa;605,33;0,00;0,00;0,00;0,00;605,33;0,00;605,33;0,00;0,00;0,00
4940;2022;1546;1131;51500702;/;24917;ASSOCIAÇÃO CUIDAR BEM/MG - ACB;485.585,98;0,00;0,08;0,00;0,00;485.585,90;0,00;485.585,90;0,00;0,08;0,00
4949;2022;0116;1071;01500000;4235/2016;7548;METODO TELECOMUNICACOES E COMERCIO LTDA;860,64;0,00;0,00;0,00;0,00;860,64;0,00;860,64;0,00;0,00;0,00
4951;2022;0116;1071;01500000;/;34253;OI S.A. - EM RECUPERACAO JUDICIAL;47.497,00;0,00;11.851,14;0,00;0,00;35.645,86;0,00;35.645,86;0,00;11.851,14;0,00
4952;2022;0116;1071;01500000;/;21948;PORTO SEGURO COMPANHIA DE SEGUROS GERAIS;1.000,00;0,00;0,00;0,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00
4981;2022;1546;1131;01500702;/;34413;SALUTE CLINICA MEDICA LTDA-ME;396,00;396,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5027;2022;0116;1071;01500000;/;41045;MEDWORK SERVIÇOS MEDICOS E PSICOLOGICOS LTDA EPP;15.861,30;15.861,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5043;2022;0116;1071;21751000;/;13685;CEMIG DISTRIBUIÇÃO S/A;391.754,96;0,00;0,00;0,00;0,00;391.754,96;0,00;391.754,96;0,00;0,00;0,00
5047;2022;0171;1151;31500000;/;39665;NMC PROJETOS E CONSULTORIA LTDA;1.684,56;255,04;0,00;0,00;0,00;1.429,52;0,00;1.429,52;0,00;0,00;0,00
5050;2022;1546;1131;21600000;/;105;ANTONIO VICTOR DA FONSECA;3.246,34;0,00;0,00;0,00;0,00;3.246,34;0,00;3.246,34;0,00;0,00;0,00
5172;2022;1546;1131;21600000;4454/2018;38892;ANA RAQUEL FONSECA PAIVA - ME;13.900,00;4.900,00;0,00;0,00;0,00;9.000,00;0,00;9.000,00;0,00;0,00;0,00
5178;2022;1546;1131;21600000;/;34171;ATMOSFERA GESTÃO E HIGIENIZAÇÃO DE TÊXTEIS S/A;9.169,96;9.169,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
